Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,base_form,grade,synonyms,missing_data
headache,21,21,14.1,6.71,2.85,1,,,,
ray,21,21,97.37,6.73,2.51,1,,,,
lead,21,21,83.25,6.76,3.42,1,,,,
slurp,21,21,0.43,6.76,3.11,1,,,,
unscrew,21,21,0.49,6.76,2.57,1,,,,
pregnant,21,21,52.02,6.76,2.05,1,,,,
kickable,21,21,0.02,6.76,2,1,,,,
sale,21,21,25.39,6.76,1.89,1,,,,
crane,21,21,33.61,6.78,2.18,1,,,,
odor,21,21,2.33,6.81,3.44,1,,,,
colorless,21,21,0.25,6.81,3.12,1,,,,
curb,21,21,4.1,6.81,2.99,1,,,,
distance,21,21,25.61,6.81,2.54,1,,,,
girly,21,21,1.33,6.81,2.54,1,,,,
peg,22,21,36.41,6.83,2.29,0.95,,,,
ruby,21,21,11.9,6.83,1.99,1,,,,
nacho,21,21,1.31,6.86,5.22,1,,,,
seafood,21,21,2.02,6.86,2.76,1,,,,
location,21,21,24.76,6.86,2.31,1,,,,
hideout,21,21,1.57,6.86,2.2,1,,,,
newborn,21,21,2.51,6.9,4.1,1,,,,
leader,21,21,31.16,6.9,3.21,1,,,,
energetic,21,21,1.29,6.9,2.98,1,,,,
bar,21,21,85.98,6.9,2.62,1,,,,
hoof,21,21,1.73,6.9,2.51,1,,,,
rather,21,21,114.22,6.94,2.36,1,,,,
rotten,21,21,17.47,6.95,2.33,1,,,,
vendingmachine,22,21,#N/A,6.98,1.81,0.95,,,,
bowling,21,21,10.69,7,3.13,1,,,,
net,21,21,15.55,7,2.9,1,,,,
dip,21,21,7.96,7,2.81,1,,,,
unfriendly,21,21,1.04,7,2.26,1,,,,
earmuff,21,21,0.06,7,1.79,1,,,,
eventually,21,21,24.43,7.03,2.38,1,,,,
darts,21,21,1.96,7.03,1.94,1,,,,
useless,21,21,19.94,7.05,3.73,1,,,,
joyful,21,21,1.49,7.05,3.47,1,,,,
sandman,21,21,2.43,7.05,3.4,1,,,,
tan,21,21,8.61,7.05,3.14,1,,,,
quiz,21,21,4.94,7.05,1.83,1,,,,
worth,21,21,109.2,7.08,2.87,1,,,,
absolutely,21,21,113.12,7.08,2.58,1,,,,
create,21,21,25.27,7.1,2,1,,,,
however,21,21,45.08,7.14,2.89,1,,,,
cheddar,21,21,1.78,7.14,2.46,1,,,,
critter,21,21,1.27,7.14,3.5,1,,,,
drill,21,21,13.75,7.14,2.9,1,,,,
slushy,21,21,0.06,7.14,2.2,1,,,,
cheery,21,21,1.06,7.19,2.71,1,,,,
glazed,21,21,0.98,7.19,2.23,1,,,,
information,21,21,89.35,7.19,1.97,1,,,,
refreshment,22,21,1,7.24,2.68,0.95,,,,
cast,21,21,23.14,7.24,3.16,1,,,,
unfreeze,21,21,0.69,7.24,2.95,1,,,,
brightness,21,21,0.59,7.24,2.84,1,,,,
seaside,21,21,0.65,7.24,2.19,1,,,,
nutcracker,21,21,0.71,7.24,2.17,1,,,,
grace,21,21,42.29,7.29,2.87,1,,,,
dreamland,22,21,0.45,7.29,3.93,0.95,,,,
gulp,21,21,0.98,7.29,3.39,1,,,,
comfort,21,21,17.22,7.29,3,1,,,,
yank,21,21,4.71,7.33,3.06,1,,,,
mole,21,21,8.06,7.33,3.02,1,,,,
oil,21,21,41.08,7.33,2.63,1,,,,
course,21,21,487.22,7.34,1.96,1,,,,
dart,21,21,1.92,7.38,2.97,1,,,,
limited,21,21,11,7.38,1.81,1,,,,
robbery,21,21,23.04,7.43,2.48,1,,,,
canoeing,21,21,0.18,7.43,2.29,1,,,,
lilly,21,21,4.67,7.44,3.22,1,,,,
goods,21,21,12.31,7.44,2.99,1,,,,
wrestler,21,21,1.78,7.48,3.68,1,,,,
lighting,21,21,6.33,7.48,3.01,1,,,,
jiggle,21,21,1.22,7.48,2.96,1,,,,
offer,21,21,74.71,7.48,2.58,1,,,,
power,21,21,149.02,7.48,2.4,1,,,,
sparrow,21,21,2.61,7.49,2.97,1,,,,
suffering,21,21,19.43,7.49,2.02,1,,,,
curve,21,21,4.61,7.52,3.71,1,,,,
sketchbook,21,21,0.2,7.52,3.2,1,,,,
inn,21,21,8.39,7.52,2.96,1,,,,
gunfire,21,21,5.22,7.52,2.42,1,,,,
baggage,21,21,6.24,7.52,2.36,1,,,,
instantly,22,21,4.55,7.54,2.18,0.95,,,,
inward,21,21,0.78,7.54,2.36,1,,,,
hardly,21,21,51.24,7.54,2.25,1,,,,
precious,21,21,23.35,7.57,3.68,1,,,,
manual,21,21,8,7.57,2.84,1,,,,
earn,21,21,15.35,7.57,2.56,1,,,,
narrow,21,21,7.02,7.57,2.56,1,,,,
rot,21,21,7.73,7.57,2.27,1,,,,
decision,21,21,55.06,7.57,2.25,1,,,,
foil,21,21,1.22,7.57,1.89,1,,,,
faith,21,21,46.33,7.62,3.31,1,,,,
scratcher,21,21,0.16,7.62,2.91,1,,,,
destruction,21,21,11.51,7.62,2.78,1,,,,
rubber,21,21,14,7.62,2.52,1,,,,
coward,21,21,14.39,7.62,2.27,1,,,,
fishingrod,22,21,#N/A,7.64,3.34,0.95,,,,
pleasant,21,21,21.02,7.67,2.9,1,,,,
washable,21,21,0.12,7.67,2.74,1,,,,
medium,21,21,7.1,7.67,2.33,1,,,,
tusk,21,21,0.25,7.67,2.18,1,,,,
damp,21,21,2.92,7.67,2.11,1,,,,
fishinghook,21,21,#N/A,7.69,3.75,1,,,,
roughly,21,21,3.14,7.69,1.83,1,,,,
loose,21,21,41.78,7.71,3.64,1,,,,
bedside,21,21,1.92,7.71,3.21,1,,,,
clueless,21,21,1.84,7.71,2.49,1,,,,
lobby,21,21,12.69,7.71,2,1,,,,
among,21,21,33.9,7.75,3.02,1,,,,
dodge,21,21,7.76,7.75,2.45,1,,,,
anyhow,21,21,15.16,7.75,2.07,1,,,,
uneaten,21,21,0.16,7.76,2.49,1,,,,
clipboard,21,21,0.75,7.76,1.95,1,,,,
valuables,21,21,1.24,7.8,2.24,1,,,,
feast,21,21,6.71,7.81,3.91,1,,,,
humankind,21,21,0.69,7.81,3.12,1,,,,
event,21,21,26.37,7.81,2.82,1,,,,
repair,21,21,8.82,7.81,2.16,1,,,,
defence,21,21,8.02,7.84,2.94,1,,,,
troops,21,21,19.27,7.84,2.11,1,,,,
chopsticks,21,21,1.82,7.85,2.4,1,,,,
brainy,21,21,0.94,7.86,3.57,1,,,,
unload,21,21,4.61,7.86,3.32,1,,,,
knit,21,21,1.9,7.86,2.95,1,,,,
peck,21,21,3.53,7.89,4.03,1,,,,
aside,21,21,23.76,7.89,2.64,1,,,,
butcher,21,21,8.51,7.9,4.71,1,,,,
farmland,21,21,0.39,7.9,2.43,1,,,,
seldom,21,21,3.27,7.95,2.69,1,,,,
crippled,21,21,4.12,7.95,2.36,1,,,,
praise,21,21,9.45,7.95,4.17,1,,,,
weaken,21,21,1.18,7.95,3.19,1,,,,
pointless,21,21,3.59,7.95,2.5,1,,,,
hexagon,21,21,0.08,7.95,2.5,1,,,,
swamp,21,21,8.98,7.95,2.31,1,,,,
monthly,21,21,2.98,7.95,2.25,1,,,,
burner,21,21,1.82,8,3.33,1,,,,
retarded,21,21,6.24,8,3.07,1,,,,
unsportsmanlike,21,21,0.12,8,2.83,1,,,,
verb,21,21,1.06,8,2.61,1,,,,
everyway,22,21,0.04,8.05,3.56,0.95,,,,
tradition,21,21,13.67,8.05,4.92,1,,,,
picker,21,21,0.61,8.05,2.77,1,,,,
prehistoric,21,21,1.73,8.05,2.5,1,,,,
glacier,21,21,0.75,8.05,1.86,1,,,,
ford,21,21,11.51,8.1,3.74,1,,,,
rollover,21,21,0.14,8.1,4,1,,,,
stillness,21,21,0.43,8.1,3.25,1,,,,
rafting,21,21,0.27,8.1,3.08,1,,,,
capital,21,21,12.71,8.1,3,1,,,,
bulge,21,21,0.94,8.1,2.93,1,,,,
daybreak,21,21,1.37,8.1,2.49,1,,,,
balcony,21,21,7.31,8.1,2.17,1,,,,
doodle,21,21,2.1,8.14,3.9,1,,,,
commander,21,21,37,8.19,3.11,1,,,,
percent,21,21,25.75,8.19,2.91,1,,,,
instructor,21,21,4.71,8.19,2.82,1,,,,
sensitive,21,21,22.53,8.19,2.16,1,,,,
dill,22,21,1.76,8.2,2.71,0.95,,,,
scruffy,22,21,0.55,8.24,2.81,0.95,,,,
shortstop,21,21,0.8,8.24,4.05,1,,,,
excellence,21,21,2.63,8.24,3.28,1,,,,
highlighter,21,21,0.12,8.24,2.74,1,,,,
humpback,21,21,0.41,8.24,2.32,1,,,,
coop,21,21,10.35,8.25,2.76,1,,,,
salesman,21,21,10.43,8.29,2.92,1,,,,
initial,21,21,6.37,8.29,2.9,1,,,,
stuntman,21,21,0.69,8.29,2.9,1,,,,
nigger,21,21,20.27,8.29,2.83,1,,,,
hairball,21,21,0.59,8.33,4.95,1,,,,
law,21,21,116.31,8.33,2.56,1,,,,
stopwatch,21,21,0.73,8.33,2.18,1,,,,
altogether,21,21,6.41,8.35,3.44,1,,,,
whom,21,21,35.2,8.35,2.77,1,,,,
spunky,21,21,0.63,8.38,3.02,1,,,,
gateway,21,21,1.98,8.38,2.78,1,,,,
ballpoint,21,21,0.39,8.38,2.69,1,,,,
pronunciation,21,21,0.47,8.38,2.42,1,,,,
regularly,21,21,3.37,8.38,2.35,1,,,,
matchbook,21,21,1,8.43,3.38,1,,,,
outlive,21,21,1.12,8.43,3.34,1,,,,
adjust,21,21,5.63,8.43,3.33,1,,,,
farewell,21,21,9.45,8.43,2.93,1,,,,
knockout,21,21,3.33,8.43,2.29,1,,,,
bannister,22,21,4.29,8.44,3.94,0.95,,,,
nailfile,22,21,0.08,8.45,4.52,0.95,,,,
lateness,21,21,0.24,8.48,3.71,1,,,,
speck,21,21,1.86,8.48,3.61,1,,,,
disagreement,21,21,1.53,8.48,2.71,1,,,,
pushiness,21,21,#N/A,8.5,3.06,1,,,,
versus,21,21,8.06,8.5,2.44,1,,,,
fidget,21,21,0.08,8.52,4.76,1,,,,
saggy,21,21,0.57,8.52,3.75,1,,,,
seasoned,21,21,0.98,8.52,3.41,1,,,,
lettering,21,21,0.45,8.52,2.96,1,,,,
misunderstand,21,21,3.29,8.52,2.86,1,,,,
spirits,21,21,16.14,8.56,2.92,1,,,,
chlorine,21,21,0.75,8.57,3.64,1,,,,
cabdriver,21,21,0.27,8.57,3.19,1,,,,
compare,21,21,8.35,8.57,2.38,1,,,,
aliens,21,21,9.63,8.58,2.7,1,,,,
nowadays,21,21,7.04,8.61,2.58,1,,,,
oldfashioned,21,21,#N/A,8.61,2.56,1,,,,
aggravated,21,21,1.25,8.61,2.18,1,,,,
nor,21,21,35.98,8.61,2.16,1,,,,
housemate,22,21,0.08,8.62,2.78,0.95,,,,
clump,21,21,0.53,8.62,3.04,1,,,,
thicken,21,21,0.1,8.62,2.8,1,,,,
rapid,21,21,4.37,8.62,2.75,1,,,,
typical,21,21,12.59,8.62,2.38,1,,,,
bunt,22,21,0.8,8.66,3.96,0.95,,,,
per,21,21,22.37,8.66,1.67,1,,,,
fern,21,21,3.2,8.67,3.54,1,,,,
mate,21,21,29.24,8.67,2.99,1,,,,
moron,21,21,14.78,8.67,2.73,1,,,,
renewed,21,21,1.53,8.7,2.31,1,,,,
pinkeye,21,21,0.04,8.71,4.67,1,,,,
rottenness,21,21,0.08,8.71,3.76,1,,,,
lab,21,21,39.61,8.71,2.9,1,,,,
bucktoothed,21,21,0.16,8.71,2.88,1,,,,
tourist,21,21,4.65,8.76,2.14,1,,,,
wealth,21,21,6.35,8.76,3.08,1,,,,
colonial,21,21,2.06,8.76,2.91,1,,,,
psalm,21,21,0.51,8.76,2.91,1,,,,
immediate,21,21,11.2,8.76,2.61,1,,,,
forgivable,21,21,0.12,8.76,2.28,1,,,,
perfumed,21,21,0.67,8.81,3.88,1,,,,
dentistry,21,21,0.37,8.81,3.75,1,,,,
bitter,21,21,11.14,8.81,3.7,1,,,,
nightingale,22,21,2.84,8.81,2.88,0.95,,,,
petunia,22,21,2.08,8.86,2.99,0.95,,,,
woodcarver,21,21,0.04,8.86,3.62,1,,,,
oddball,21,21,0.67,8.86,3.45,1,,,,
surface,21,21,18.24,8.86,2.65,1,,,,
frontier,21,21,3.27,8.86,2.63,1,,,,
eavesdrop,21,21,0.78,8.86,2.41,1,,,,
fitter,22,21,0.16,8.86,3.36,0.95,,,,
hairdress,22,21,0.02,8.86,2.45,0.95,,,,
yonder,21,21,3.49,8.86,2.45,1,,,,
taps,22,21,2.55,8.9,3.51,0.95,,,,
grate,21,21,1.02,8.9,3.63,1,,,,
evacuate,21,21,5.61,8.9,3.51,1,,,,
naughtiness,21,21,0.04,8.9,3.36,1,,,,
flabby,21,21,0.8,8.9,3.22,1,,,,
bore,21,21,7.75,8.91,4.64,1,,,,
flair,21,21,2.27,8.91,3.12,1,,,,
herbs,21,21,2.76,8.92,2.79,1,,,,
dine,21,21,4.29,8.95,4.02,1,,,,
whirlpool,21,21,0.61,8.95,3.65,1,,,,
evergreen,21,21,0.2,8.95,3.11,1,,,,
jersey,21,21,18.1,8.96,4.48,1,,,,
iris,21,21,5.29,8.96,2.92,1,,,,
untruthfulness,21,21,#N/A,8.96,1.66,1,,,,
strut,22,21,1.57,9,3.07,0.95,,,,
lure,21,21,4.25,9,3.91,1,,,,
disappearance,21,21,4.31,9,3.27,1,,,,
hygiene,21,21,2.12,9,2.63,1,,,,
astronomy,21,21,1.31,9,2.43,1,,,,
amongst,21,21,7.14,9.01,3.26,1,,,,
foster,21,21,12.02,9.01,2.82,1,,,,
digits,22,21,1.92,9.02,2.67,0.95,,,,
compassion,21,21,6.25,9.05,4.65,1,,,,
footing,21,21,1.02,9.05,3.58,1,,,,
tryout,21,21,0.86,9.05,2.99,1,,,,
inherit,21,21,3.55,9.05,2.82,1,,,,
collision,21,21,2.69,9.05,2.09,1,,,,
ashore,21,21,6.22,9.07,3.08,1,,,,
housecoat,21,21,0.12,9.1,4.46,1,,,,
compromise,21,21,7.02,9.1,4,1,,,,
silky,21,21,0.78,9.1,3.85,1,,,,
sheepherder,21,21,0.22,9.1,3.21,1,,,,
despite,21,21,13,9.11,2.5,1,,,,
testament,21,21,2.35,9.14,4.15,1,,,,
newswoman,21,21,0.16,9.14,4.15,1,,,,
outdoorsman,21,21,0.08,9.14,3.77,1,,,,
cripple,21,21,3.8,9.14,3.66,1,,,,
rap,21,21,13.04,9.14,3.53,1,,,,
godliness,21,21,0.33,9.14,3.32,1,,,,
basic,21,21,15.57,9.14,2.83,1,,,,
region,21,21,5.02,9.14,2.67,1,,,,
hoover,22,21,3.18,9.16,4.43,0.95,,,,
descend,21,21,1.92,9.19,3.5,1,,,,
handpick,21,21,0.1,9.19,3.33,1,,,,
dazzling,21,21,1.29,9.19,3.2,1,,,,
explosive,21,21,5.31,9.19,3.17,1,,,,
exhaust,21,21,2.14,9.19,2.94,1,,,,
tailbone,21,21,0.08,9.19,2.8,1,,,,
funds,21,21,6.61,9.22,2.77,1,,,,
customs,21,21,6.39,9.22,2.6,1,,,,
privilege,21,21,10.63,9.24,3.77,1,,,,
snobbish,21,21,0.31,9.24,3.69,1,,,,
illusion,21,21,8.25,9.24,2.86,1,,,,
doozy,21,21,0.59,9.27,3.43,1,,,,
ultra,21,21,1.12,9.27,2.71,1,,,,
licence,21,21,4.92,9.37,3.03,1,,,,
gulf,21,21,4.73,9.37,3.03,1,,,,
airmattress,21,21,#N/A,9.37,2.81,1,,,,
childless,21,21,0.59,9.38,4.1,1,,,,
acrobatic,21,21,0.24,9.38,3.69,1,,,,
whiskey,21,21,16.12,9.38,3.61,1,,,,
earthly,21,21,1.49,9.38,3.37,1,,,,
quotation,21,21,0.35,9.38,3.23,1,,,,
plywood,21,21,0.45,9.38,3.15,1,,,,
businessman,21,21,7.92,9.38,2.91,1,,,,
tactics,22,21,4.73,9.4,2,0.95,,,,
arc,21,21,4.84,9.42,3.52,1,,,,
sportswoman,22,21,0.04,9.48,2.94,0.95,,,,
unity,21,21,2.71,9.48,4.06,1,,,,
impressive,21,21,16.96,9.48,4.01,1,,,,
courtroom,21,21,8.37,9.48,3.46,1,,,,
flypaper,21,21,0.27,9.48,3.43,1,,,,
guardianship,21,21,0.49,9.48,3.04,1,,,,
cargo,21,21,9,9.48,3.01,1,,,,
roaster,21,21,0.06,9.48,2.99,1,,,,
womb,21,21,3.47,9.48,2.84,1,,,,
announce,21,21,9.76,9.48,2.29,1,,,,
literally,21,21,14.49,9.5,2.2,1,,,,
jogging,21,21,2.57,9.51,6.07,1,,,,
woodshop,21,21,0.06,9.52,4.06,1,,,,
sledgehammer,21,21,0.88,9.52,3.92,1,,,,
roman,21,21,10.47,9.52,3.88,1,,,,
asshole,21,21,61.61,9.52,3.7,1,,,,
overprotective,21,21,0.61,9.52,3.67,1,,,,
guarder,21,21,0.02,9.52,3.39,1,,,,
resemblance,21,21,3.53,9.52,3.25,1,,,,
generation,21,21,12.14,9.52,2.68,1,,,,
undated,21,21,0.02,9.52,2.64,1,,,,
suburb,21,21,0.59,9.52,2.58,1,,,,
outnumbered,21,21,2.12,9.56,2.08,1,,,,
regards,21,21,5.06,9.57,4.01,1,,,,
user,21,21,1.55,9.57,3.79,1,,,,
narrowness,21,21,0.02,9.57,3.41,1,,,,
congratulate,21,21,7.02,9.57,3.3,1,,,,
pimple,21,21,1.67,9.57,3.14,1,,,,
directory,21,21,1.65,9.57,2.99,1,,,,
arena,21,21,3.63,9.57,2.25,1,,,,
sincerely,21,21,4.88,9.6,2.86,1,,,,
nativity,22,21,0.35,9.62,4.98,0.95,,,,
deathly,22,21,0.55,9.62,3.31,0.95,,,,
stressful,21,21,2.51,9.62,3.93,1,,,,
packable,21,21,0.02,9.62,3.02,1,,,,
midsection,21,21,0.37,9.62,3.01,1,,,,
migrate,21,21,0.41,9.62,2.6,1,,,,
commotion,21,21,2.08,9.62,2.58,1,,,,
gong,21,21,2.43,9.62,2.93,1,,,,
fluoride,21,21,0.24,9.67,5,1,,,,
coil,21,21,1.61,9.67,3.6,1,,,,
geographer,21,21,0.1,9.67,3.38,1,,,,
nerve,21,21,22.96,9.67,3.32,1,,,,
cautionary,21,21,0.35,9.71,4.28,1,,,,
topnotch,21,21,0.39,9.71,3.13,1,,,,
vertical,21,21,2.76,9.71,2.81,1,,,,
foolproof,21,21,1.84,9.71,2.8,1,,,,
criticize,21,21,2.16,9.71,2.61,1,,,,
involve,21,21,6.47,9.71,2.55,1,,,,
accuracy,21,21,1.49,9.71,2.55,1,,,,
morals,21,21,2.92,9.75,2.94,1,,,,
civilian,21,21,9.39,9.76,4.67,1,,,,
orchid,21,21,2.16,9.76,4.23,1,,,,
stoop,21,21,2.45,9.76,3.6,1,,,,
priceless,21,21,4.16,9.76,2.96,1,,,,
symbolize,21,21,0.41,9.76,2.84,1,,,,
emerge,21,21,1.73,9.76,2.12,1,,,,
urgency,21,21,1.43,9.81,3.49,1,,,,
uninviting,21,21,0.04,9.81,3.33,1,,,,
blues,21,21,10.25,9.81,3.16,1,,,,
reschedule,21,21,3.53,9.81,3.03,1,,,,
collective,21,21,2.39,9.81,3.03,1,,,,
perfection,21,21,5.39,9.81,2.73,1,,,,
aloft,22,21,0.73,9.82,3.44,0.95,,,,
ejector,22,21,0.29,9.86,2.5,0.95,,,,
headboard,21,21,0.29,9.86,3.85,1,,,,
cedar,21,21,2.49,9.86,3.81,1,,,,
timesaver,21,21,0.08,9.86,3.48,1,,,,
helium,21,21,1.43,9.86,3.32,1,,,,
document,21,21,10.1,9.86,3.29,1,,,,
liter,21,21,1.75,9.86,3.23,1,,,,
barb,22,21,2.31,9.88,3.62,0.95,,,,
promptly,21,21,2.04,9.89,2.25,1,,,,
teller,21,21,2.57,9.9,3.19,1,,,,
snowcap,21,21,0.02,9.9,2.83,1,,,,
hostile,21,21,8.94,9.9,2.66,1,,,,
motivate,21,21,1.06,9.9,2.64,1,,,,
carpool,21,21,0.71,9.95,4.89,1,,,,
acknowledgement,21,21,0.41,9.95,4.42,1,,,,
funk,21,21,3.16,9.95,4.31,1,,,,
advertising,21,21,7.43,9.95,2.94,1,,,,
impact,21,21,9.41,9.95,2.46,1,,,,
heather,22,21,10.94,9.97,3.89,0.95,,,,
oillamp,22,21,#N/A,9.97,3.18,0.95,,,,
tint,21,21,0.29,10,4.05,1,,,,
pageant,21,21,4.78,10,3.61,1,,,,
yellowing,21,21,0.18,10.05,3.67,1,,,,
shimmering,21,21,0.63,10.05,3.31,1,,,,
mummified,21,21,0.27,10.05,3.15,1,,,,
blackmail,21,21,7.73,10.05,3.02,1,,,,
porter,22,21,15.59,10.08,3.16,0.95,,,,
lapdog,22,21,0.41,10.1,3.91,0.95,,,,
uninteresting,21,21,0.31,10.1,3.9,1,,,,
incident,21,21,17.31,10.1,3.66,1,,,,
basil,21,21,1.35,10.13,4.81,1,,,,
ungrounded,21,21,0.08,10.14,3.75,1,,,,
install,21,21,2.71,10.14,3.54,1,,,,
rampage,21,21,1.04,10.14,3.24,1,,,,
flattering,21,21,3.82,10.14,3,1,,,,
patriot,21,21,2.61,10.14,2.78,1,,,,
vigorous,21,21,0.69,10.14,2.31,1,,,,
skylark,22,21,0.27,10.18,3.88,0.95,,,,
supercharged,21,21,0.18,10.19,3.49,1,,,,
neutral,21,21,4.22,10.19,2.99,1,,,,
borderline,21,21,1.59,10.24,4.98,1,,,,
dazzler,21,21,0.02,10.24,3.74,1,,,,
capsize,21,21,0.22,10.24,3.13,1,,,,
reacquainted,21,21,0.35,10.24,2.96,1,,,,
bind,21,21,3.35,10.24,2.95,1,,,,
giveaway,21,21,0.78,10.24,2.61,1,,,,
clutch,21,21,2.49,10.24,2.43,1,,,,
unreliability,21,21,#N/A,10.28,2.6,1,,,,
monk,21,21,7.37,10.29,3.47,1,,,,
televise,21,21,0.02,10.29,2.65,1,,,,
sanity,21,21,2.73,10.29,2.57,1,,,,
startling,22,21,1.37,10.33,4.12,0.95,,,,
avoider,21,21,0.04,10.33,3.48,1,,,,
roughen,22,21,#N/A,10.38,3.65,0.95,,,,
scarcely,21,21,1.37,10.38,3.29,1,,,,
redeye,21,21,0.2,10.38,3.79,1,,,,
adventuresome,21,21,0.06,10.38,3.25,1,,,,
transport,21,21,11.2,10.38,3.22,1,,,,
harsh,21,21,7.1,10.38,3.17,1,,,,
harmonious,21,21,0.39,10.38,2.84,1,,,,
limbless,21,21,0.02,10.38,2.52,1,,,,
ultimately,22,21,5.65,10.38,2.65,0.95,,,,
social,21,21,33.39,10.43,4.31,1,,,,
incidentally,22,21,3.78,10.47,2.59,0.95,,,,
acquaintance,21,21,5.35,10.48,4.03,1,,,,
earshot,21,21,0.37,10.48,3.54,1,,,,
unprompted,21,21,0.02,10.48,3.25,1,,,,
conclude,21,21,2.49,10.48,2.98,1,,,,
nondrinking,21,21,0.02,10.48,2.73,1,,,,
decompose,21,21,0.47,10.48,2.69,1,,,,
defroster,21,21,0.08,10.57,3.37,1,,,,
inferior,21,21,3.06,10.57,2.64,1,,,,
airman,21,21,0.59,10.58,2.88,1,,,,
ferryman,22,21,0.12,10.62,1.56,0.95,,,,
morale,21,21,4.12,10.62,4.21,1,,,,
registration,21,21,6.53,10.62,3.99,1,,,,
responsiveness,21,21,0.04,10.62,3.5,1,,,,
mystic,21,21,1.45,10.62,3.38,1,,,,
unfit,21,21,1.55,10.62,2.78,1,,,,
input,21,21,2.98,10.67,4.04,1,,,,
bedrock,21,21,0.31,10.67,3.85,1,,,,
sweepstake,21,21,0.24,10.67,3.62,1,,,,
starch,21,21,1.35,10.67,3.4,1,,,,
prohibit,21,21,0.47,10.67,2.97,1,,,,
crossbow,21,21,1.1,10.67,2.94,1,,,,
inspiration,21,21,7.1,10.67,2.39,1,,,,
preventative,22,21,0.27,10.71,2.67,0.95,,,,
smallpox,21,21,1.47,10.71,4.12,1,,,,
wrecker,21,21,0.51,10.71,3.3,1,,,,
ware,22,21,2.2,10.74,4.48,0.95,,,,
congregational,21,21,#N/A,10.74,4.89,1,,,,
hijack,22,21,1.55,10.76,2.26,0.95,,,,
association,21,21,8.12,10.76,3.6,1,,,,
succession,21,21,0.94,10.76,3.51,1,,,,
qualifications,21,21,2.53,10.76,2.95,1,,,,
commend,21,21,1.78,10.81,3.67,1,,,,
pushover,21,21,1.24,10.81,2.96,1,,,,
conceal,21,21,2.53,10.81,2.48,1,,,,
leukemia,21,21,1.9,10.82,3.75,1,,,,
pelt,22,21,0.94,10.84,5.04,0.95,,,,
birch,22,21,1.55,10.84,4.29,0.95,,,,
forewarning,21,21,0.02,10.84,2.82,1,,,,
epic,21,21,2.35,10.86,3.95,1,,,,
recommendation,21,21,5.06,10.86,3.21,1,,,,
forsake,21,21,0.9,10.86,2.99,1,,,,
rivalry,21,21,1.06,10.86,2.82,1,,,,
visualization,21,21,0.24,10.86,2.59,1,,,,
nonlinear,22,21,0.04,10.9,1.95,0.95,,,,
intellectual,21,21,4.59,10.9,3.63,1,,,,
resourcefulness,21,21,0.25,10.9,3.27,1,,,,
proceedings,22,21,2.86,10.91,2.32,0.95,,,,
screwy,22,21,1.76,10.95,3.89,0.95,,,,
landmine,21,21,0.14,10.95,3.77,1,,,,
undeliverable,21,21,0.02,10.95,3.14,1,,,,
unconfirmed,21,21,0.63,10.95,3.11,1,,,,
disloyalty,21,21,0.45,10.95,2.78,1,,,,
nonrefundable,21,21,0.14,10.95,2.65,1,,,,
blemish,21,21,0.59,10.95,2.5,1,,,,
portray,21,21,0.84,10.95,2.48,1,,,,
nonexistent,21,21,0.84,11,3.78,1,,,,
unsanitary,21,21,0.41,11,3.62,1,,,,
adjacent,22,21,1.33,11.05,3.29,0.95,,,,
stockbroker,21,21,1.06,11.05,3.54,1,,,,
duplex,21,21,0.47,11.05,3.25,1,,,,
audible,21,21,0.71,11.05,2.56,1,,,,
procrastinator,21,21,0.04,11.05,2.52,1,,,,
hence,21,21,4.84,11.09,3.6,1,,,,
manipulate,21,21,3.47,11.1,3.87,1,,,,
certify,21,21,0.49,11.1,3.65,1,,,,
crossroads,21,21,2.14,11.1,3.15,1,,,,
attribution,22,21,0.08,11.14,3.54,0.95,,,,
snowboard,21,21,0.78,11.14,5.76,1,,,,
turnoff,21,21,0.71,11.14,4.1,1,,,,
stockyard,21,21,0.22,11.14,3.94,1,,,,
expansion,21,21,1.73,11.14,3.28,1,,,,
era,21,21,5.71,11.14,2.48,1,,,,
sperm,21,21,6.24,11.14,2.1,1,,,,
overrate,22,21,0.04,11.19,2.82,0.95,,,,
croc,21,21,1.18,11.19,5.14,1,,,,
sushi,21,21,4.35,11.19,4.82,1,,,,
unshielded,21,21,0.02,11.19,3.72,1,,,,
quotable,21,21,0.1,11.19,3.04,1,,,,
carport,21,21,0.1,11.19,2.98,1,,,,
fabulousness,21,21,0.06,11.24,3.88,1,,,,
quarterly,21,21,0.88,11.24,3.37,1,,,,
enhancement,21,21,0.45,11.24,3.33,1,,,,
advisor,21,21,4.41,11.24,2.83,1,,,,
denote,22,21,0.08,11.24,3.33,0.95,,,,
ambition,21,21,5.35,11.29,2.9,1,,,,
triceps,21,21,0.25,11.33,4.22,1,,,,
summon,21,21,3.86,11.33,3.93,1,,,,
unemployed,21,21,3.65,11.33,3.54,1,,,,
minimal,21,21,2.16,11.33,2.89,1,,,,
errorless,21,21,0.02,11.33,2.83,1,,,,
hamlet,21,21,4.63,11.35,2.84,1,,,,
arid,21,21,0.31,11.38,4.12,1,,,,
dockworker,21,21,0.02,11.38,3.11,1,,,,
midlife,21,21,0.69,11.43,3.91,1,,,,
cremation,21,21,0.8,11.43,3.36,1,,,,
neutron,21,21,1.24,11.43,2.4,1,,,,
rogue,22,21,3.73,11.48,3.39,0.95,,,,
